OBJECTID,坡度,剖面曲率,平面曲率,岩性,TWI,降雨,NDVI,距河流距离,距断层距离,斜坡单元,斜坡结构,灾害类别
1796496,2,6,6,3,3,2,9,2,2,75,1,1
1796497,2,6,6,3,3,2,9,2,2,75,1,1
1796498,2,6,6,3,3,2,8,2,2,75,1,1
1796499,3,6,5,3,3,2,8,2,2,75,1,1
1796500,3,6,5,3,3,2,8,2,2,75,1,1
1796502,3,6,6,3,3,2,8,2,2,75,1,1
1796503,4,6,6,3,3,2,8,2,2,75,1,1
1796543,6,6,5,3,5,1,8,2,2,75,1,1
1796546,5,6,6,3,5,1,8,2,2,75,1,1
1796547,5,6,6,3,5,1,9,2,2,75,1,1
1796549,6,6,5,3,5,1,9,2,2,75,1,1
1797045,7,7,6,3,3,3,5,1,2,8,1,1
1797046,7,7,6,3,3,3,6,1,2,8,1,1
1797048,6,7,5,3,3,3,6,1,2,8,1,1
1797049,6,7,5,3,2,3,6,1,2,8,1,1
1797050,6,7,5,3,2,3,7,1,2,8,1,1
1797051,7,6,5,3,2,3,7,1,2,8,1,1
1797053,7,6,5,3,2,3,8,1,2,8,1,1
1797054,6,5,6,3,2,3,8,1,2,8,1,1
1797284,6,6,5,3,3,2,8,2,2,75,1,1
1797286,6,6,6,3,3,2,9,2,2,75,1,1
1797287,6,6,6,3,3,2,9,2,2,75,1,1
1797290,6,6,6,3,3,2,9,2,2,75,1,1
1797291,6,6,6,3,3,1,9,2,2,75,1,1
1797292,5,5,6,3,3,1,9,2,2,75,1,1
1797293,5,5,6,3,3,1,9,2,2,75,1,1
1797295,5,6,5,3,3,1,9,2,2,75,1,1
1797335,4,5,6,3,6,1,9,2,2,75,1,1
1797336,4,5,6,3,6,1,9,2,2,75,1,1
1797338,6,5,6,3,6,1,9,2,2,75,1,1
1797340,6,5,6,3,6,1,9,2,2,75,1,1
1797341,6,6,6,3,6,1,9,2,2,75,1,1
1797343,6,6,6,3,6,1,9,2,2,75,1,1
1797344,6,5,6,3,6,1,9,2,2,75,1,1
1797346,6,5,6,3,6,1,9,2,2,75,1,1
1797837,3,5,6,3,4,3,7,1,2,8,1,1
1797840,3,4,6,3,4,3,7,1,2,8,1,1
1797843,3,5,5,3,4,3,7,1,2,8,1,1
1797844,3,5,5,3,4,3,8,1,2,8,1,1
1797846,3,4,7,3,4,3,8,1,2,8,1,1
1797848,3,4,7,3,4,3,7,1,2,8,1,1
1797849,4,5,6,3,4,3,7,1,2,8,1,1
1798077,6,6,6,3,6,2,7,2,2,75,1,1
1798078,6,6,6,3,6,2,7,2,2,75,1,1
1798079,6,6,6,3,6,1,7,2,2,75,1,1
1798081,6,6,6,3,6,1,7,2,2,75,1,1
1798084,6,6,6,3,6,1,7,2,2,75,1,1
1798087,6,6,6,3,6,1,7,2,2,75,1,1
1798128,5,6,5,3,3,1,8,2,2,75,1,1
1798130,6,5,6,3,3,1,8,2,2,75,1,1
1798133,6,6,6,3,3,1,8,2,2,75,1,1
1798135,6,6,6,3,3,1,7,2,2,75,1,1
1798136,5,6,6,3,3,1,7,2,2,75,1,1
1798139,5,6,6,3,3,1,8,2,2,75,1,1
1798630,3,6,5,3,3,3,8,1,2,8,1,1
1798631,3,5,6,3,3,3,8,1,2,8,1,1
1798632,3,5,6,3,3,3,8,1,2,8,1,1
1798633,4,5,6,3,3,3,8,1,2,8,1,1
1798634,4,4,7,3,6,3,8,1,2,8,1,1
1798635,4,4,7,3,6,3,9,1,2,8,1,1
1798636,5,4,7,3,6,3,9,1,2,8,1,1
1798638,5,5,6,3,6,3,9,1,2,8,1,1
1798639,5,5,6,3,6,3,9,1,2,8,1,1
1798641,5,6,5,3,6,3,9,1,2,8,1,1
1798642,4,6,5,3,6,3,9,1,2,8,1,1
1798871,5,6,6,3,3,1,7,2,2,75,1,1
1798872,5,5,6,3,3,1,6,2,2,75,1,1
1798873,5,5,6,3,3,1,6,2,2,75,1,1
1798874,4,5,6,3,3,1,6,2,2,75,1,1
1798875,4,5,6,3,3,1,7,2,2,75,1,1
1798876,4,5,6,3,3,1,7,2,2,75,1,1
1798877,3,5,6,3,3,1,7,2,2,75,1,1
1798878,3,6,6,3,3,1,7,2,2,75,1,1
1798920,6,6,6,3,4,1,7,2,2,75,1,1
1798922,6,6,6,3,4,1,7,2,2,75,1,1
1798923,5,6,6,3,4,1,7,2,2,75,1,1
1798924,5,6,6,3,4,1,8,2,2,75,1,1
1798925,5,6,5,3,4,1,8,2,2,75,1,1
1798926,5,6,5,3,4,1,8,2,2,75,1,1
1798928,5,6,6,3,4,1,6,2,2,75,1,1
1798929,5,6,6,3,4,1,6,2,2,75,1,1
1798931,5,6,6,3,4,1,4,2,2,75,1,1
1798932,5,6,6,3,4,1,4,2,2,75,1,1
1798933,3,6,6,3,4,1,4,2,2,75,1,1
1799422,3,5,7,3,3,2,8,1,2,8,1,1
1799424,4,5,7,3,3,2,6,1,2,8,1,1
1799425,4,5,6,3,3,2,6,1,2,8,1,1
1799427,4,5,6,3,3,2,7,1,2,8,1,1
1799428,4,4,5,3,3,2,7,1,2,8,1,1
1799430,3,4,5,3,3,2,7,1,2,8,1,1
1799431,3,6,6,3,3,2,8,1,2,8,1,1
1799434,3,7,5,3,3,2,8,1,2,8,1,1
1799663,6,6,6,3,3,1,8,2,2,75,1,1
1799664,5,6,6,3,3,1,8,2,2,75,1,1
1799666,5,6,5,3,3,1,8,2,2,75,1,1
1799667,5,6,5,3,2,1,8,2,2,75,1,1
1799668,3,6,5,3,2,1,8,2,2,75,1,1
1799669,3,5,6,3,2,1,8,2,2,75,1,1
1799712,4,6,5,3,4,1,8,2,2,75,1,1
1799715,4,6,5,3,4,1,8,2,2,75,1,1
1799716,4,6,5,3,5,1,8,2,2,75,1,1
1799718,4,5,6,3,5,1,8,2,2,75,1,1
1799721,4,5,7,3,5,1,8,2,2,75,1,1
1799724,4,5,6,3,5,1,9,2,2,75,1,1
1800215,2,6,5,3,4,2,4,1,2,8,1,1
1800216,3,7,4,3,4,2,4,1,2,8,1,1
1800217,3,7,4,3,4,2,4,1,2,8,1,1
1800219,4,6,6,3,4,2,4,1,2,8,1,1
1800220,4,6,6,3,4,2,4,1,2,8,1,1
1800222,4,4,6,3,4,2,4,1,2,8,1,1
1800223,5,4,6,3,1,2,4,1,2,8,1,1
1800224,5,4,6,3,1,2,4,1,2,8,1,1
1800225,5,5,5,3,1,2,5,1,2,8,1,1
1800226,6,5,5,3,1,2,5,1,2,8,1,1
1800227,6,5,5,3,1,2,5,1,2,8,1,1
1800228,6,6,5,3,1,2,7,1,2,8,1,1
1800457,5,6,6,3,7,1,8,2,2,75,1,1
1800458,5,6,6,3,7,1,8,2,2,75,1,1
1800460,5,6,6,3,7,1,7,2,2,75,1,1
1800461,5,6,6,3,7,1,7,2,2,75,1,1
1800505,3,5,6,3,2,1,9,2,2,75,1,1
1800506,4,6,6,3,2,1,9,2,2,75,1,1
1800508,4,6,6,3,2,1,9,2,2,75,1,1
1800511,4,6,6,3,2,1,9,2,2,75,1,1
1800513,4,6,6,3,2,1,8,2,2,75,1,1
1800515,4,6,5,3,2,1,8,2,2,75,1,1
1800517,4,6,5,3,2,1,8,2,2,75,1,1
1800518,4,6,4,3,2,1,8,2,2,75,1,1
1801006,5,6,6,3,6,2,8,1,2,8,1,1
1801007,5,6,6,3,6,2,8,1,2,8,1,1
1801010,5,6,6,3,6,2,8,1,2,8,1,1
1801013,5,6,6,3,6,2,8,1,2,8,1,1
1801015,5,6,5,3,6,2,7,1,2,8,1,1
1801016,5,6,5,3,6,2,7,1,2,8,1,1
1801018,5,6,4,3,6,2,7,1,2,8,1,1
1801019,5,6,4,3,6,2,7,1,2,8,1,1
1801249,3,6,5,3,4,1,7,2,2,75,1,1
1801251,3,6,5,3,5,1,7,2,2,75,1,1
1801297,5,6,6,3,7,1,7,2,2,75,1,1
1801298,5,7,5,3,7,1,8,2,2,75,1,1
1801300,5,7,5,3,3,1,8,2,2,75,1,1
1801302,5,6,6,3,3,1,8,2,2,75,1,1
1801303,5,6,6,3,3,1,8,2,2,75,1,1
1801305,5,6,6,3,3,1,9,2,2,75,1,1
1801306,5,6,6,3,3,1,9,2,2,75,1,1
1801308,5,7,6,3,3,1,8,2,2,75,1,1
1801309,5,7,6,3,3,1,8,2,2,75,1,1
1801799,3,6,6,3,3,2,7,1,2,8,1,1
1801801,3,6,6,3,3,2,7,1,2,8,1,1
1801805,3,6,6,3,3,2,7,1,2,8,1,1
1801807,5,6,6,3,3,2,6,1,2,8,1,1
1801808,5,6,6,3,3,2,6,1,2,8,1,1
1801809,5,6,5,3,3,2,6,1,2,8,1,1
1801810,6,6,5,3,3,2,7,1,2,8,1,1
1801811,6,6,5,3,3,2,7,1,2,8,1,1
1801812,6,6,6,3,3,2,7,1,2,8,1,1
1801814,6,6,6,3,3,2,8,1,2,8,1,1
1802043,3,6,6,3,2,1,7,2,2,75,1,1
1802090,4,7,4,3,3,1,8,2,2,75,1,1
1802092,4,6,6,3,3,1,8,2,2,75,1,1
1802094,5,6,6,3,3,1,8,2,2,75,1,1
1802095,5,7,5,3,3,1,8,2,2,75,1,1
1802097,5,7,5,3,3,1,6,2,2,75,1,1
1802098,5,4,6,3,3,1,6,2,2,75,1,1
1802100,4,4,6,3,7,1,6,2,2,75,1,1
1802101,4,4,6,3,7,1,6,2,2,75,1,1
1802103,5,4,6,3,7,1,6,2,2,75,1,1
1802591,5,5,6,3,3,2,9,1,2,8,1,1
1802592,5,5,6,3,3,2,9,1,2,8,1,1
1802595,5,6,5,3,3,2,9,1,2,8,1,1
1802598,5,5,5,3,3,2,8,1,2,8,1,1
1802601,5,5,6,3,3,2,9,1,2,8,1,1
1802604,5,5,6,3,3,2,9,1,2,8,1,1
1802605,5,5,6,3,3,2,8,1,2,8,1,1
1802882,3,6,7,3,1,1,7,2,2,75,1,1
1802884,3,6,7,3,1,1,8,2,2,75,1,1
1802885,3,6,7,3,1,1,8,2,2,75,1,1
1802886,3,5,6,3,1,1,8,2,2,75,1,1
1802888,2,5,6,3,1,1,8,2,2,75,1,1
1802891,2,5,6,3,1,1,8,2,2,75,1,1
1802894,2,5,6,3,1,1,8,2,2,75,1,1
1802895,2,6,6,3,1,1,8,2,2,75,1,1
1803384,5,6,5,3,5,2,8,1,2,8,1,1
1803386,5,6,5,3,5,2,8,1,2,8,1,1
1803389,5,6,4,3,5,2,8,1,2,8,1,1
1803392,5,6,6,3,5,2,8,1,2,8,1,1
1803395,5,6,5,3,5,2,8,1,2,8,1,1
1803398,5,5,6,3,5,2,8,1,2,8,1,1
1803675,1,5,6,3,5,1,7,2,2,75,1,1
1803676,1,6,6,3,5,1,7,2,2,75,1,1
1803677,1,6,6,3,5,1,5,2,2,75,1,1
1803679,1,5,6,3,5,1,5,2,2,75,1,1
1803680,1,5,6,3,5,1,4,2,2,75,1,1
1803682,1,5,5,3,5,1,4,2,2,75,1,1
1803684,1,5,5,3,5,1,5,2,2,75,1,1
1803685,1,6,4,3,5,1,5,2,2,75,1,1
1803687,1,6,4,3,4,1,6,2,2,75,1,1
1803688,1,6,4,3,4,1,6,2,2,75,1,1
1804176,5,6,4,3,1,2,7,1,2,8,1,1
1804178,5,6,4,3,1,2,7,1,2,8,1,1
1804179,5,6,5,3,1,2,7,1,2,8,1,1
1804180,4,6,5,3,1,2,7,1,2,8,1,1
1804181,4,6,5,3,1,2,7,1,2,8,1,1
1804182,4,6,6,3,1,2,8,1,2,8,1,1
1804183,2,6,6,3,1,2,8,1,2,8,1,1
1804184,2,6,6,3,1,2,8,1,2,8,1,1
1804187,2,6,6,3,1,2,8,1,2,8,1,1
1804189,3,7,6,3,1,2,7,1,2,8,1,1
1804468,1,5,6,3,6,1,9,2,2,75,1,1
1804471,1,5,6,3,6,1,9,2,2,75,1,1
1804472,1,5,6,3,6,1,8,2,2,75,1,1
1804474,1,5,6,3,6,1,8,2,2,75,1,1
1804475,1,6,6,3,6,1,9,2,2,75,1,1
1804476,1,6,6,3,3,1,9,2,2,75,1,1
1804478,1,6,6,3,3,1,9,2,2,75,1,1
1804967,6,6,5,3,5,2,8,1,2,8,1,1
1804968,6,6,5,3,5,2,8,1,2,8,1,1
1804969,6,6,6,3,5,2,7,1,2,8,1,1
1804971,6,6,6,3,5,2,7,1,2,8,1,1
1804972,6,6,5,3,5,2,7,1,2,8,1,1
1804973,6,6,5,3,5,2,8,1,2,8,1,1
1804974,6,6,5,3,5,2,8,1,2,8,1,1
1804975,5,6,5,3,5,2,8,1,2,8,1,1
1804976,5,6,5,3,5,2,7,1,2,8,1,1
1804977,5,6,5,3,5,2,7,1,2,8,1,1
1804978,4,6,5,3,5,2,7,1,2,8,1,1
1804980,4,6,5,3,5,2,6,1,2,8,1,1
1805259,1,6,6,3,1,1,7,2,2,75,1,1
1805262,1,5,7,3,1,1,8,2,2,75,1,1
1805265,1,6,7,3,1,1,8,2,2,75,1,1
1805267,1,6,7,3,1,1,8,2,2,75,1,1
1805268,1,5,7,3,1,1,8,2,2,75,1,1
1805271,1,4,6,3,1,1,8,2,2,75,1,1
1805580,4,6,5,3,6,2,4,1,3,76,5,1
1805582,4,6,5,3,6,2,6,1,3,76,5,1
1805583,4,5,5,3,6,2,6,1,3,76,5,1
1805759,5,6,6,3,6,2,8,1,2,8,1,1
1805760,5,6,6,3,6,2,7,1,2,8,1,1
1805762,5,6,6,3,6,2,7,1,2,8,1,1
1805765,5,6,5,3,6,2,7,1,2,8,1,1
1805767,6,6,5,3,6,2,7,1,2,8,1,1
1805768,6,6,6,3,6,2,7,1,2,8,1,1
1805769,6,6,6,3,6,2,7,1,2,8,1,1
1805770,7,6,6,3,6,2,7,1,2,8,1,1
1806051,1,6,6,3,2,1,9,2,2,75,1,1
1806054,1,5,6,3,2,1,9,2,2,75,1,1
1806055,1,5,6,3,2,1,7,2,2,75,1,1
1806057,1,6,5,3,2,1,7,2,2,75,1,1
1806058,1,6,5,3,2,1,6,2,2,75,1,1
1806060,1,5,6,3,2,1,6,2,2,75,1,1
1806062,1,5,6,3,2,1,7,2,2,75,1,1
1806371,5,7,4,3,3,2,9,1,3,76,5,1
1806372,5,7,4,3,3,2,9,1,3,76,5,1
1806374,6,7,4,3,3,2,9,1,3,76,5,1
1806375,6,6,4,3,3,2,9,1,3,76,5,1
1806550,6,6,6,3,1,2,7,1,2,8,1,1
1806551,6,6,6,3,1,2,7,1,2,8,1,1
1806554,6,6,6,3,1,2,7,1,2,8,1,1
1806557,6,5,6,3,1,2,7,1,2,8,1,1
1806627,2,6,5,3,6,1,9,1,3,8,1,1
1806628,2,6,5,3,6,1,9,1,3,8,1,1
1806630,3,6,5,3,6,1,9,1,3,8,1,1
1806631,3,6,6,3,6,1,8,1,3,8,1,1
1806843,1,6,6,3,5,1,6,2,2,75,1,1
1806845,1,7,4,3,5,1,6,2,2,75,1,1
1806848,1,6,4,3,5,1,6,2,2,75,1,1
1806849,1,6,4,3,5,1,5,2,2,75,1,1
1806850,1,6,4,3,5,1,5,2,2,75,1,1
1806851,1,5,5,3,5,1,5,2,2,75,1,1
1806853,1,5,5,3,5,1,5,2,2,75,1,1
1807163,2,6,5,3,4,2,7,1,3,76,5,1
1807166,2,5,6,3,4,2,8,1,3,76,5,1
1807342,6,6,6,3,3,2,8,1,2,8,1,1
1807343,7,6,6,3,3,2,8,1,2,8,1,1
1807345,7,5,6,3,2,2,8,1,2,8,1,1
1807346,6,5,6,3,2,2,7,1,2,8,1,1
1807348,6,5,6,3,2,2,7,1,2,8,1,1
1807349,3,5,6,3,2,2,7,1,2,8,1,1
1807416,5,5,6,3,3,1,8,1,3,8,1,1
1807418,5,5,6,3,1,1,8,1,3,8,1,1
1807419,5,6,5,3,1,1,8,1,3,8,1,1
1807422,5,6,5,3,1,1,8,1,3,8,1,1
1807423,5,6,5,3,1,1,9,1,3,8,1,1
1807638,2,6,5,3,1,1,8,2,2,75,1,1
1807639,2,6,5,3,1,1,9,2,2,75,1,1
1807641,2,6,6,3,1,1,9,2,2,75,1,1
1807643,3,6,6,3,1,1,9,2,2,75,1,1
1807644,3,5,6,3,1,1,9,2,2,75,1,1
1807954,5,6,5,3,3,2,9,1,3,76,5,1
1807955,4,6,5,3,3,2,9,1,3,76,5,1
1807956,4,6,5,3,3,2,9,1,3,76,5,1
1807958,2,6,5,3,3,2,9,1,3,76,5,1
1807959,2,6,6,3,3,2,8,1,3,76,5,1
1808133,4,6,5,3,7,1,7,1,2,8,1,1
1808134,3,6,5,3,7,1,7,1,2,8,1,1
1808135,3,6,6,3,7,1,7,1,2,8,1,1
1808207,2,4,6,3,3,1,6,1,3,8,1,1
1808208,3,5,5,3,3,1,6,1,3,8,1,1
1808209,3,5,5,3,3,1,6,1,3,8,1,1
1808211,2,5,6,3,3,1,6,1,3,8,1,1
1808212,2,5,6,3,3,1,6,1,3,8,1,1
1808213,2,5,6,3,3,1,8,1,3,8,1,1
1808215,2,5,6,3,2,1,8,1,3,8,1,1
1808217,2,4,7,3,2,1,8,1,3,8,1,1
1808745,4,6,7,3,1,2,5,1,3,76,5,1
1808746,4,6,7,3,1,2,5,1,3,76,5,1
1808748,4,6,5,3,3,2,5,1,3,76,5,1
1808749,4,6,5,3,3,2,5,1,3,76,5,1
1808924,2,6,5,3,2,1,8,1,2,8,1,1
1808925,2,6,5,3,2,1,8,1,2,8,1,1
1808997,2,4,6,3,7,1,7,1,3,8,1,1
1808999,2,4,6,3,7,1,7,1,3,8,1,1
1809000,2,6,4,3,7,1,5,1,3,8,1,1
1809002,2,6,4,3,7,1,5,1,3,8,1,1
1809003,2,6,6,3,7,1,5,1,3,8,1,1
1809005,2,6,6,3,7,1,5,1,3,8,1,1
1809006,2,6,5,3,7,1,5,1,3,8,1,1
1809008,2,6,5,3,7,1,5,1,3,8,1,1
1809009,2,5,5,3,7,1,5,1,3,8,1,1
1809536,1,6,6,3,2,2,7,1,3,76,5,1
1809537,4,6,6,3,2,2,7,1,3,76,5,1
1809540,5,7,5,3,2,2,8,1,3,76,5,1
1809788,5,6,4,3,4,1,7,1,3,8,1,1
1809789,5,6,4,3,2,1,7,1,3,8,1,1
1809790,6,6,4,3,2,1,7,1,3,8,1,1
1809791,6,7,5,3,2,1,7,1,3,8,1,1
1809793,6,7,5,3,2,1,6,1,3,8,1,1
1809794,6,6,5,3,2,1,6,1,3,8,1,1
1809796,6,6,5,3,2,1,8,1,3,8,1,1
1809797,6,6,4,3,2,1,8,1,3,8,1,1
1809800,4,6,5,3,2,1,5,1,3,8,1,1
1810328,7,6,5,3,5,2,7,1,3,76,5,1
1810329,7,6,5,3,5,2,7,1,3,76,5,1
1810331,7,5,6,3,5,2,7,1,3,76,5,1
1810389,2,5,6,3,3,2,6,1,2,76,5,1
1810391,4,5,6,3,3,2,6,1,2,76,5,1
1810393,4,5,6,3,3,2,7,1,2,76,5,1
1810394,5,5,6,3,3,2,7,1,2,76,5,1
1810579,1,5,6,3,3,1,8,1,3,8,1,1
1810580,1,5,6,3,3,1,5,1,3,8,1,1
1810581,1,5,7,3,3,1,5,1,3,8,1,1
1810582,1,5,7,3,3,1,5,1,3,8,1,1
1810585,1,5,7,3,3,1,5,1,3,8,1,1
1810587,1,5,7,3,3,1,6,1,3,8,1,1
1810588,1,5,6,3,3,1,6,1,3,8,1,1
1810590,1,5,6,3,1,1,6,1,3,8,1,1
1811179,4,5,6,3,7,2,6,1,2,76,5,1
1811180,3,6,5,3,7,2,6,1,2,76,5,1
1811182,3,6,5,3,7,1,8,1,2,76,5,1
1811183,4,6,6,3,7,1,8,1,2,76,5,1
1811185,4,6,6,3,7,1,8,1,2,76,5,1
1811188,4,6,6,3,7,1,8,1,2,76,5,1
1811189,4,6,6,3,7,1,7,1,2,76,5,1
1811370,1,6,5,3,3,1,7,1,3,8,1,1
1811371,1,6,6,3,3,1,7,1,3,8,1,1
1811373,1,6,6,3,3,1,7,1,3,8,1,1
1811374,1,5,6,3,3,1,7,1,3,8,1,1
1811376,1,5,6,3,3,1,7,1,3,8,1,1
1811377,1,5,6,3,3,1,9,1,3,8,1,1
1811379,1,5,6,3,3,1,9,1,3,8,1,1
1811381,1,5,6,3,3,1,8,1,3,8,1,1
1811382,1,5,6,3,3,1,8,1,3,8,1,1
1811383,1,5,6,3,6,1,8,1,3,8,1,1
1811968,5,6,6,3,2,1,8,1,2,76,5,1
1811969,6,6,6,3,2,1,8,1,2,76,5,1
1811972,5,6,6,3,2,1,8,1,2,76,5,1
1811975,5,6,6,3,2,1,8,1,2,76,5,1
1811976,2,6,6,3,2,1,8,1,2,76,5,1
1811978,2,6,6,3,2,1,8,1,2,76,5,1
1811979,4,6,6,3,2,1,8,1,2,76,5,1
1812160,1,6,5,3,3,1,7,1,3,8,1,1
1812161,1,6,6,3,3,1,7,1,3,8,1,1
1812164,1,6,6,3,3,1,8,1,3,8,1,1
1812167,1,5,6,3,3,1,8,1,3,8,1,1
1812168,1,5,6,3,3,1,7,1,3,8,1,1
1812170,1,5,6,3,3,1,7,1,3,8,1,1
1812173,1,5,6,3,3,1,7,1,3,8,1,1
1812758,5,6,6,3,4,1,5,1,2,76,5,1
1812759,5,6,5,3,4,1,5,1,2,76,5,1
1812762,5,6,5,3,4,1,5,1,2,76,5,1
1812763,5,6,5,3,4,1,8,1,2,76,5,1
1812765,5,4,5,3,4,1,8,1,2,76,5,1
1812768,5,4,6,3,4,1,8,1,2,76,5,1
1812770,5,4,6,3,4,1,6,1,2,76,5,1
1812771,5,3,7,3,4,1,6,1,2,76,5,1
1812772,5,3,7,3,3,1,6,1,2,76,5,1
1812951,1,6,6,3,4,1,7,1,3,8,1,1
1812953,1,6,5,3,4,1,6,1,3,8,1,1
1812956,1,4,6,3,4,1,6,1,3,8,1,1
1812957,1,4,6,3,4,1,5,1,3,8,1,1
1812959,1,6,5,3,4,1,5,1,3,8,1,1
1812960,1,6,5,3,4,1,7,1,3,8,1,1
1812964,1,6,6,3,4,1,6,1,3,8,1,1
1813548,3,6,5,3,1,1,5,1,2,76,5,1
1813549,3,6,5,3,1,1,5,1,2,76,5,1
1813550,2,6,5,3,1,1,5,1,2,76,5,1
1813551,2,5,6,3,1,1,5,1,2,76,5,1
1813552,2,5,6,3,1,1,7,1,2,76,5,1
1813554,2,5,6,3,5,1,7,1,2,76,5,1
1813555,2,5,6,3,5,1,8,1,2,76,5,1
1813557,2,6,5,3,5,1,8,1,2,76,5,1
1813558,2,6,5,3,5,1,8,1,2,76,5,1
1813559,2,6,5,3,5,1,9,1,2,76,5,1
1813560,2,6,6,3,5,1,9,1,2,76,5,1
1813561,2,6,6,3,5,1,9,1,2,76,5,1
1813562,3,6,6,3,5,1,8,1,2,76,5,1
1813563,3,5,5,3,5,1,8,1,2,76,5,1
1813741,1,7,5,3,4,1,8,1,3,8,1,1
1813742,1,6,7,3,4,1,8,1,3,8,1,1
1813743,1,6,7,3,4,1,8,1,3,8,1,1
1813744,1,6,7,3,4,1,7,1,3,8,1,1
1813745,1,6,6,3,4,1,7,1,3,8,1,1
1813747,1,6,6,3,4,1,6,1,3,8,1,1
1813748,1,7,4,3,4,1,6,1,3,8,1,1
1813749,1,7,4,3,4,1,6,1,3,8,1,1
1813750,1,7,4,3,2,1,6,1,3,8,1,1
1813751,1,6,5,3,2,1,6,1,3,8,1,1
1813754,1,6,6,3,2,1,7,1,3,8,1,1
1814338,3,6,5,3,1,1,5,1,2,76,5,1
1814340,3,6,5,3,1,1,5,1,2,76,5,1
1814341,3,6,4,3,1,1,5,1,2,76,5,1
1814342,3,6,4,3,1,1,6,1,2,76,5,1
1814343,3,6,4,3,1,1,6,1,2,76,5,1
1814344,3,6,6,3,1,1,6,1,2,76,5,1
1814346,3,6,6,3,6,1,7,1,2,76,5,1
1814347,2,6,6,3,6,1,7,1,2,76,5,1
1814350,2,6,6,3,6,1,7,1,2,76,5,1
1814353,3,6,4,3,4,1,7,1,2,76,5,1
1814531,1,4,7,3,7,1,9,1,3,8,1,1
1814532,1,5,6,3,7,1,9,1,3,8,1,1
1814534,1,5,6,3,7,1,7,1,3,8,1,1
1814538,1,6,6,3,7,1,6,1,3,8,1,1
1814541,1,5,7,3,7,1,8,1,3,8,1,1
1814542,5,5,7,3,7,4,8,1,3,8,1,1
1814545,7,5,7,3,7,4,8,1,3,8,1,1
1815127,4,5,6,3,3,1,7,1,2,76,5,1
1815129,6,5,6,3,3,1,6,1,2,76,5,1
1815130,6,6,6,3,3,1,6,1,2,76,5,1
1815132,7,6,6,3,3,1,6,1,2,76,5,1
1815133,7,6,6,3,3,1,8,1,2,76,5,1
1815135,5,6,6,3,3,1,8,1,2,76,5,1
1815136,5,5,6,3,3,1,8,1,2,76,5,1
1815138,3,5,6,3,3,1,8,1,2,76,5,1
1815139,3,5,5,3,3,1,8,1,2,76,5,1
1815141,2,5,5,3,6,1,8,1,2,76,5,1
1815142,2,5,6,3,6,1,8,1,2,76,5,1
1815320,5,7,6,3,3,4,7,1,3,8,1,1
1815321,5,7,5,3,3,4,7,1,3,8,1,1
1815323,4,7,5,3,3,4,7,1,3,8,1,1
1815324,4,6,6,3,3,4,7,1,3,8,1,1
1815326,3,6,6,3,3,4,7,1,3,8,1,1
1815327,3,5,6,3,3,4,7,1,3,8,1,1
1815329,2,5,6,3,3,4,7,1,3,8,1,1
1815330,2,4,6,3,3,4,7,1,3,8,1,1
1815332,3,4,6,3,3,4,7,1,3,8,1,1
1815333,3,6,5,3,3,4,7,1,3,8,1,1
1815335,6,6,5,3,3,4,7,1,3,8,1,1
1815917,1,6,6,3,4,1,7,1,2,76,5,1
1815918,1,6,5,3,4,1,7,1,2,76,5,1
1815919,2,6,5,3,4,1,7,1,2,76,5,1
1815920,2,6,5,3,4,1,6,1,2,76,5,1
1815922,2,6,6,3,4,1,6,1,2,76,5,1
1815923,2,6,6,3,4,1,7,1,2,76,5,1
1815928,2,6,6,3,4,1,7,1,2,76,5,1
1815930,2,6,6,3,3,1,7,1,2,76,5,1
1815931,2,6,6,3,3,1,7,1,2,76,5,1
1815933,2,6,6,3,3,1,7,1,2,110,4,1
1816110,3,6,5,3,7,3,7,1,3,8,1,1
1816113,4,6,5,3,7,3,8,1,3,8,1,1
1816116,3,5,5,3,7,3,8,1,3,8,1,1
1816119,2,6,5,3,7,3,8,1,3,8,1,1
1816122,2,6,6,3,7,3,8,1,3,8,1,1
1816123,2,6,6,3,7,3,8,1,3,8,1,1
1816124,2,6,6,3,7,3,9,1,3,8,1,1
1816125,2,6,7,3,4,3,9,1,3,8,1,1
1816706,2,6,6,3,2,1,7,1,2,76,5,1
1816708,2,6,6,3,2,1,7,1,2,76,5,1
1816709,2,6,6,3,5,1,7,1,2,76,5,1
1816711,3,6,6,3,5,1,7,1,2,76,5,1
1816713,3,4,6,3,5,1,7,1,2,76,5,1
1816714,3,4,6,3,5,1,7,1,2,76,5,1
1816716,3,5,6,3,5,1,6,1,2,76,5,1
1816717,3,5,6,3,5,1,6,1,2,76,5,1
1816718,2,5,6,3,5,1,6,1,2,76,5,1
1816719,2,5,6,3,5,1,8,1,2,76,5,1
1816720,2,5,6,3,5,1,8,1,2,110,4,1
1816899,4,6,5,3,1,3,6,1,3,8,1,1
1816901,4,6,6,3,5,3,6,1,3,8,1,1
1816902,4,6,6,3,5,3,6,1,3,8,1,1
1816905,5,6,6,3,5,3,6,1,3,8,1,1
1816908,4,6,6,3,5,3,6,1,3,8,1,1
1816910,4,5,6,3,5,3,6,1,3,8,1,1
1816911,4,5,6,3,5,3,6,1,3,8,1,1
1816913,4,5,5,3,5,3,6,1,3,8,1,1
1816914,4,5,5,3,5,3,6,1,3,8,1,1
1817495,1,6,4,3,4,1,5,1,2,76,5,1
1817496,1,6,4,3,4,1,6,1,2,76,5,1
